cuisine	types	name	ingredients	difficulty	health_banners
	['dinner', 'main-course']	Slow-cooker chicken korma	['2 garlic cloves', 'thumb-sized piece ginger, peeled', '2 large onions, finely chopped', '2 tbsp vegetable oil', '6 skinless chicken breasts, cut into large chunks', '2 tbsp tomato purée', '1 tsp ground cumin', '1 tsp paprika', '1 tsp turmeric', '1 tsp ground coriander', '¼-½ tsp chilli powder', '2 tsp sugar', '300ml chicken stock', '150ml double cream', '6 tbsp ground almonds', 'toasted flaked almonds, coriander, basmati rice and naan breads, to serve (optional)']	Easy	['Freezable']
['british']	['lunch', 'soup']	Leek, bacon & potato soup	['25g butter', '3 rashers streaky bacon, chopped ', '1 onion, chopped ', '400g pack trimmed leek, sliced and well washed', '3 medium potatoes, peeled and diced', '1.4l hot vegetable stock,(we used low-sodium)', '142ml pot single cream', '4 rashers streaky bacon, to serve']	Easy	['Easily doubled', 'Easily halved', 'Freezable (without cream)']
['indian']	['main-course']	Lentil & sweet potato curry	['2 tbsp vegetable or olive oil', '1 red onion, chopped', '1 tsp cumin seeds', '1 tsp mustard seeds (any colour)', '1 tbsp medium curry powder', '100g red or green lentil, or a mixture', '2 medium  sweet potatoes, peeled and cut into chunks', '500ml vegetable stock', '400g can chopped tomato', '400g can chickpea, drained', '¼ small pack coriander (optional)', 'natural yogurt and naan bread, to serve']	Easy	['Freezable', 'Vegetarian']
	['afternoon-tea', 'treat']	Easy rocky road	['200g digestive biscuits (Rich Tea can also be used)', '135g butter or margarine', '200g dark chocolate (70% cocoa works best)', '2-3 tbsp golden syrup', '100g mini marshmallows (chopped regular marshmallows work too)', 'icing sugar, to dust', 'raisins, dried cranberries or any dried fruit', 'nuts', 'popcorn', 'honeycomb, broken into pieces']	Easy	[]
['british']	['dinner', 'main-course']	Family meals: Easy fish pie recipe	['1kg Maris Piper potatoes, peeled and halved', '400ml milk, plus a splash', '25g butter, plus a knob', '25g plain flour', '4 spring onions, finely sliced', '1 x pack fish pie mix (cod, salmon, smoked haddock etc, weight around 320g-400g depending on pack size)', '1 tsp Dijon or English mustard', '½ a 25g pack or a small bunch chives, finely snipped', 'handful frozen sweetcorn', 'handful  frozen petits pois', 'handful grated cheddar']	Easy	['Freezable']
['british']	['dinner', 'main-course']	Easy sausage casserole	['2 tbsp olive or  rapeseed oil', '1 onion, finely chopped', '2 medium sticks celery, finely chopped', '1 yellow pepper, chopped', '1 red pepper, chopped', '6 cooking chorizo sausages (about 400g)', '6 pork sausages (about 400g)', '3 fat garlic cloves, chopped', '1 ½ tsp sweet smoked paprika', '½ tsp ground cumin', '1 tbsp dried thyme', '125ml white wine', '2 x 400g cans cherry tomatoes or chopped tomatoes', '2 sprigs fresh  thyme', '1 chicken stock cube', '1 x 400g can aduki beans, drained and rinsed', '1 bunch chives, snipped (optional)']	Easy	['Freezable']
['american']	['afternoon-tea', 'dessert', 'treat']	Peanut butter cookies	['200g peanut butter (crunchy or smooth is fine)', '175g golden caster sugar', '¼ tsp fine table salt', '1 large egg']	Easy	['Freezable (uncooked dough only)', 'Gluten-free']
['british']	['dinner', 'lunch', 'soup']	Tomato soup	['1-1.25kg/2lb 4oz-2lb 12oz ripe  tomatoes', '1 medium onion', '1 small carrot', '1 celery  stick', '2 tbsp olive oil', '2 squirts of tomato purée (about 2 tsp)', 'a good pinch of sugar', '2 bay leaves', '1.2 litres/2 pints hot vegetable stock (made with boiling water and 4 rounded tsp bouillon powder or 2 stock cubes)']	Easy	['Freezable', 'Vegan', 'Vegetarian']
['british']	['afternoon-tea', 'treat']	Lemon & poppyseed cupcakes	['225g self-raising flour', '175g golden caster sugar', 'zest 2 lemons', '1 tbsp poppy seeds, toasted', '3 eggs', '100g natural yogurt', '175g butter, melted and cooled a little', '225g butter, softened', '400g icing sugar, sifted', 'juice 1 lemon', 'few drops yellow food colouring', 'icing flowers or yellow sprinkles, to decorate']	More effort	['Freezable (Can be frozen un-iced)']
['italian']	['dinner', 'lunch', 'main-course', 'supper']	One pot chicken and mushroom risotto	['50g butter', '85g smoked bacon lardons', '1 large onion, halved and finely chopped', '250g chestnut mushrooms, thickly sliced', '300g arborio risotto rice', '150ml dry white wine', '1.4l hot chicken stock', '140g cooked chicken, chopped', '50g grated parmesan, plus extra to serve (optional)', '½ small pack of  flat-leaf parsley, chopped']	Easy	[]
['mexican']	['dinner']	Fajita-style pasta	['2 tbsp  olive oil', '2 large skinless chicken breasts, cut into strips', '1 onion,  thinly sliced', '1 red pepper, deseeded and sliced', '1 yellow pepper, deseeded and sliced', '1 garlic clove, crushed', '1⁄4 tsp chilli powder', '1 heaped tsp sweet smoked paprika', '1⁄2 tsp dried oregano', '1 tsp ground coriander', '1⁄2 tsp ground cumin', '3 tbsp tomato purée', '80ml double cream', '350g penne or rigatoni pasta', '1⁄2 small bunch of flat-leaf parsley, finely chopped', 'grated parmesan or cheddar, to serve']	Easy	[]
	['dinner', 'pasta', 'supper']	Spaghetti puttanesca	['3 tbsp olive oil', '1 onion, finely chopped', '2 large garlic cloves, crushed', '½ tsp chilli flakes (optional)', '400g can chopped tomatoes', '5 anchovy fillets, finely chopped', '120g pitted black olives', '2 tbsp capers, drained', '300g dried spaghetti', '½ small bunch of parsley, finely chopped']	Easy	[]
	['dinner', 'lunch', 'supper']	Prawn & harissa spaghetti	['100g long-stem broccoli, cut into thirds', '180g dried spaghetti, regular or wholemeal', '2 tbsp olive oil', '1 large garlic clove, lightly bashed', '150g cherry tomatoes, halved', '150g raw king prawns', '1 heaped tbsp rose harissa paste', '1 lemon, finely zested']	Easy	['Healthy']
	['dinner', 'main-course']	Chipotle sweet potato & black bean stew with cheddar dumplings	['vegetable oil, for frying', '1 large red onion, finely sliced', '250g bag diced butternut squash and sweet potato', '400g can chopped tomatoes', '2 x 400g cans chilli black beans or chilli kidney beans', '3 tbsp chipotle chilli paste', '125g self-raising flour', '60g unsalted butter, cubed', '70g mature cheddar, grated', '1 large green jalapeño, finely sliced (optional)']	Easy	['Vegetarian']
['british']	['dinner', 'main-course', 'supper']	Honey & mustard chicken thighs with spring veg	['1 tbsp honey', '1 tbsp wholegrain mustard', '2 garlic cloves, crushed', 'zest and juice 1 lemon', '4 chicken thighs, skin on ', '300g new potatoes, unpeeled, smaller left whole, bigger halved', '1 tbsp olive oil', '100g spinach', '100g frozen peas']	Easy	['Easily doubled', 'Gluten-free', 'High-protein']
['american']	['afternoon-tea', 'buffet', 'dessert', 'treat']	Chocolate brownie cake	['100g butter', '125g caster sugar', '75g light brown or muscovado sugar', '125g plain chocolate (plain or milk)', '1 tbsp golden syrup', '2 eggs', '1 tsp vanilla extract/essence', '100g plain flour', '½ tsp baking powder', '2 tbsp cocoa powder']	Easy	[]
	['dinner', 'main-course']	Easy teriyaki chicken	['2 tbsp toasted sesame oil', '6 skinless and boneless chicken thighs, sliced', '2 large garlic cloves, crushed', '1 thumb-sized piece ginger, grated', '50g runny honey', '30ml light soy sauce', '1 tbsp rice wine vinegar', '1 tbsp sesame seeds, to serve ', '4 spring onions, shredded, to serve ', 'sticky rice, to serve ', 'steamed bok choi or spring greens, to serve']	Easy	[]
['french']	['dinner', 'main-course']	One-pot chicken chasseur	['1 tsp  olive oil', '25g butter', '4 chicken legs', '1  onion, chopped', '2 garlic cloves, crushed', '200g pack small  button or chestnut mushrooms', '225ml red wine', '2 tbsp tomato purée', '2  thyme sprigs', '500ml chicken stock']	Easy	['Freezable']
	['dinner', 'main-course']	Roasted aubergine & tomato curry	['600g aubergine, or baby aubergines sliced into rounds', '3 tbsp olive oil', '2 onions, finely sliced', '2 garlic cloves, crushed', '1 tsp garam masala', '1 tsp turmeric', '1 tsp ground coriander', '400ml can chopped tomatoes', '400ml can coconut milk', 'pinch of  sugar (optional)', '½ small pack coriander, roughly chopped', 'rice or chapatis, to serve']	Easy	['Freezable', 'Vegan', 'Vegetarian']
	['dinner', 'main-course', 'supper']	Piri-piri chicken with smashed sweet potatoes & broccoli	['3 large sweet potatoes (about 900g), peeled and cut into large chunks', 'oil, for drizzling', '6-8 chicken thighs, skin left on', '2 red onions, cut into wedges', '25g sachet piri-piri spice mix (or a mild version, if you like)', '300g long-stem broccoli']	Easy	[]
	['dinner', 'main-course']	Teriyaki salmon	['2 skinless salmon fillets', '1 tbsp sweet chilli sauce', '1 tbsp honey', '1 tsp sesame oil', '1 tbsp mirin or dry sherry', '2 tbsp soy sauce', '2 tsp finely grated ginger', 'brown rice or noodles, to serve (optional)', '2 large  pak choi (about 250g)', '2 tsp vegetable oil', '2 tsp sesame oil', '3 garlic cloves, grated', '75ml fish or vegetable stock', '2 tsp toasted sesame seeds, for sprinkling']	Easy	[]
	['dinner']	Pulled chicken & black bean chilli	['2 tbsp sunflower oil', '2 onions, sliced', '4 boneless, skinless chicken thighs', '3 garlic cloves, finely chopped', '1 tbsp oregano', '1 tsp cumin seeds', '3 tbsp chipotle in adobo or 1 tsp chipotle paste', '350g passata', '1⁄2 chicken stock shot or cube', '400g can black beans, drained but not rinsed', '1⁄2 lime, juiced', 'cooked rice or tortillas, coriander, feta, lime wedges and chopped red onion, to serve (optional)']	Easy	['Freezable']
	['afternoon-tea', 'treat']	Shortbread biscuits	['150g plain flour, plus extra for dusting', '100g butter, chilled and cubed', '50g caster sugar, plus 1 tbsp for sprinkling']	Easy	['Freezable', 'Vegetarian']
['british']	['dinner', 'main-course']	Nut roast	['1 tbsp olive oil', '15g butter', '1 large onion, finely chopped', '2 sticks celery, finely chopped', '2 garlic cloves, finely chopped', '200g chestnut mushrooms, finely chopped', '1 red pepper, halved, deseeded and finely diced', '1 large carrot, grated', '1 tsp dried oregano', '1 tsp smoked paprika', '100g red lentils', '2 tbsp tomato purée', '300ml vegetable stock', '100g fresh breadcrumbs', '150g mixed nuts such as walnuts, pecans, hazelnuts and Brazil nuts, roughly chopped', '3 large eggs, lightly beaten', '100g mature cheddar, grated', 'handful flat-leaf parsley, finely chopped', '2 tbsp extra virgin olive oil', '2 garlic cloves, finely sliced', '1 sprig rosemary', '400ml passata']	Easy	['Freezable', 'Vegetarian']
['british']	['snack', 'treat']	Unbelievably easy mince pies	['225g cold butter, diced', '350g plain flour', '100g golden caster sugar', '280g mincemeat', '1 small egg, beaten', 'icing sugar, to dust']	Easy	['Freezable (uncooked)']
['indian']	['dinner', 'main-course']	Coconut chicken curry	['1 tbsp sunflower oil', '2 tsp mild curry paste', '2 large boneless, skinless chicken breasts, cut into bite-size pieces', '2 medium-sized sweet potatoes, peeled and cut into bite-size pieces', '4 tbsp red split lentils', '300ml chicken stock', '400ml can coconut milk', '175g frozen peas']	Easy	[]
['british']	['afternoon-tea', 'dessert', 'dinner', 'treat']	Strawberry cheesecake in 4 easy steps	['250g digestive biscuits', '100g butter, melted', '1 vanilla pod', '600g full fat soft cheese', '100g icing sugar', '284ml pot of double cream', '400g punnet of strawberries, halved ', '25g icing sugar']	Easy	[]
	['dinner', 'fish-course', 'main-course', 'supper']	Sesame salmon, purple sprouting broccoli & sweet potato mash	"['1 ½ tbsp sesame oil', '1 tbsp low-salt soy sauce', 'thumb-sized piece ginger, grated', '1 garlic clove, crushed', '1 tsp honey', '2 sweet potatoes, scrubbed and cut into wedges', '1 lime, cut into wedges', '2 boneless skinless salmon fillets', '250g purple sprouting broccoli', '1 tbsp sesame seeds', ""1 red chilli, thinly sliced (deseeded if you don't like it too hot)""]"	Easy	['Healthy', 'High-protein']
['british']	['main-course']	Easy pancakes	['100g plain flour', '2 large eggs', '300ml milk', '1 tbsp sunflower or vegetable oil, plus a little extra for frying', 'lemon wedges to serve (optional)', 'caster sugar to serve (optional)']	Easy	['Freezable', 'Healthy']
['british']	['afternoon-tea', 'dessert', 'treat']	Salted caramel brownies	['200g unsalted butter, plus a little extra for greasing', '100g chocolate, 70% cocoa solids', '100g chocolate, 50% cocoa solids', '397g can caramel', '1 tsp flaky sea salt, plus a little extra for the top', '200g golden caster sugar', '4 medium eggs, at room temperature', '130g plain flour', '50g cocoa powder']	Easy	['Freezable']
	['dinner', 'main-course']	Slow-cooker chicken korma	['2 garlic cloves', 'thumb-sized piece ginger, peeled', '2 large onions, finely chopped', '2 tbsp vegetable oil', '6 skinless chicken breasts, cut into large chunks', '2 tbsp tomato purée', '1 tsp ground cumin', '1 tsp paprika', '1 tsp turmeric', '1 tsp ground coriander', '¼-½ tsp chilli powder', '2 tsp sugar', '300ml chicken stock', '150ml double cream', '6 tbsp ground almonds', 'toasted flaked almonds, coriander, basmati rice and naan breads, to serve (optional)']	Easy	['Freezable']
['british']	['lunch', 'soup']	Leek, bacon & potato soup	['25g butter', '3 rashers streaky bacon, chopped ', '1 onion, chopped ', '400g pack trimmed leek, sliced and well washed', '3 medium potatoes, peeled and diced', '1.4l hot vegetable stock,(we used low-sodium)', '142ml pot single cream', '4 rashers streaky bacon, to serve']	Easy	['Easily doubled', 'Easily halved', 'Freezable (without cream)']
['indian']	['main-course']	Lentil & sweet potato curry	['2 tbsp vegetable or olive oil', '1 red onion, chopped', '1 tsp cumin seeds', '1 tsp mustard seeds (any colour)', '1 tbsp medium curry powder', '100g red or green lentil, or a mixture', '2 medium  sweet potatoes, peeled and cut into chunks', '500ml vegetable stock', '400g can chopped tomato', '400g can chickpea, drained', '¼ small pack coriander (optional)', 'natural yogurt and naan bread, to serve']	Easy	['Freezable', 'Vegetarian']
	['afternoon-tea', 'treat']	Easy rocky road	['200g digestive biscuits (Rich Tea can also be used)', '135g butter or margarine', '200g dark chocolate (70% cocoa works best)', '2-3 tbsp golden syrup', '100g mini marshmallows (chopped regular marshmallows work too)', 'icing sugar, to dust', 'raisins, dried cranberries or any dried fruit', 'nuts', 'popcorn', 'honeycomb, broken into pieces']	Easy	[]
['british']	['dinner', 'main-course']	Family meals: Easy fish pie recipe	['1kg Maris Piper potatoes, peeled and halved', '400ml milk, plus a splash', '25g butter, plus a knob', '25g plain flour', '4 spring onions, finely sliced', '1 x pack fish pie mix (cod, salmon, smoked haddock etc, weight around 320g-400g depending on pack size)', '1 tsp Dijon or English mustard', '½ a 25g pack or a small bunch chives, finely snipped', 'handful frozen sweetcorn', 'handful  frozen petits pois', 'handful grated cheddar']	Easy	['Freezable']
['british']	['dinner', 'main-course']	Easy sausage casserole	['2 tbsp olive or  rapeseed oil', '1 onion, finely chopped', '2 medium sticks celery, finely chopped', '1 yellow pepper, chopped', '1 red pepper, chopped', '6 cooking chorizo sausages (about 400g)', '6 pork sausages (about 400g)', '3 fat garlic cloves, chopped', '1 ½ tsp sweet smoked paprika', '½ tsp ground cumin', '1 tbsp dried thyme', '125ml white wine', '2 x 400g cans cherry tomatoes or chopped tomatoes', '2 sprigs fresh  thyme', '1 chicken stock cube', '1 x 400g can aduki beans, drained and rinsed', '1 bunch chives, snipped (optional)']	Easy	['Freezable']
['american']	['afternoon-tea', 'dessert', 'treat']	Peanut butter cookies	['200g peanut butter (crunchy or smooth is fine)', '175g golden caster sugar', '¼ tsp fine table salt', '1 large egg']	Easy	['Freezable (uncooked dough only)', 'Gluten-free']
['british']	['dinner', 'lunch', 'soup']	Tomato soup	['1-1.25kg/2lb 4oz-2lb 12oz ripe  tomatoes', '1 medium onion', '1 small carrot', '1 celery  stick', '2 tbsp olive oil', '2 squirts of tomato purée (about 2 tsp)', 'a good pinch of sugar', '2 bay leaves', '1.2 litres/2 pints hot vegetable stock (made with boiling water and 4 rounded tsp bouillon powder or 2 stock cubes)']	Easy	['Freezable', 'Vegan', 'Vegetarian']
