cuisine	types	name	ingredients	difficulty	health_banners
	['breakfast', 'supper']	One-pan eggs & peppers	['1 tbsp olive oil', '2 onions (320g), halved and thinly sliced', '1 orange pepper, halved, deseeded and sliced', '1 red chilli, deseeded and sliced', '400g can chopped tomatoes', '2 tbsp tomato purée', '2 tsp vegetable bouillon powder', '1 tsp dried oregano', '1 tsp smoked paprika, plus a little for sprinkling', '2 x 400g cans chickpeas', '4 eggs', '2 x 120g pots bio yogurt', '2 garlic cloves,  finely grated', '4 tbsp chopped parsley']	Easy	['Healthy', 'Vegetarian']
	['brunch', 'dinner', 'lunch', 'supper']	Ricotta, broccoli, & new potato frittata	['100g new potatoes', '200g long-stem broccoli', '200g green beans, trimmed and halved', '400g can mixed beans, drained', '3 tsp rapeseed oil', '2 garlic cloves, crushed', 'pinch of chilli flakes, cumin seeds or fennel seeds', '4 large eggs', '50g ricotta', '1 tsp sherry vinegar', '½ small bunch of basil, roughly chopped (optional)']	Easy	['Gluten-free', 'Healthy', 'Vegetarian']
['british']		Really simple cranberry sauce	['100g light muscovado sugar', '100ml orange juice, fresh or from a carton', '250g pack  fresh or frozen cranberries']	Easy	['Freezable', 'Gluten-free', 'Vegetarian']
	['lunch']	Oregano halloumi with orzo salad	['350g orzo', '15g pack oregano, leaves picked, larges ones roughly chopped', '3 tbsp olive oil', '250g halloumi, sliced', '200g plum cherry tomatoes, halved', 'handful pitted black olives, chopped', '140g tub fresh pesto']	Easy	['Vegetarian']
	['dinner', 'lunch', 'main-course', 'side-dish']	Roast new potatoes & radishes	['600g new potatoes, halved, larger ones quartered', '500g radishes, halved, larger ones quartered', '4 tbsp olive oil', '2 tsp black mustard seeds', '1 tsp chilli flakes, plus extra to serve (optional)', '30g pumpkin seeds', '150g Greek yogurt', '2 spring onions, thinly sliced (green parts and all)']	Easy	['Gluten-free', 'Healthy']
	['dinner', 'lunch', 'supper']	Easy crustless quiche	['20g butter, plus extra for the tin', '1 onion, finely chopped', '100g chopped pancetta or smoked bacon', '200g asparagus or broccoli, trimmed', '8 large  eggs', '150ml double cream', '80g gruyère or parmesan cheese ']	Easy	['Gluten-free', 'Keto']
	['dessert']	Lemon & raspberry doughnut pudding	['butter, for the baking dish', '8 raspberry jam  doughnut', '150g raspberries', '500ml shop-bought fresh  custard', '250ml whole milk', '150g lemon curd']	Easy	['Vegetarian']
	['dinner', 'main-course']	Cavolo nero, mushroom, potato & fontina strudel	['400g cavolo nero', 'olive oil, for frying', '80g butter', '1 onion, finely chopped', '300g chestnut mushrooms, sliced', '300g waxy potatoes, peeled', '175ml crème fraîche', '15g parmesan or vegetarian alternative, grated', '135g fontina, chopped into very small pieces, or grated comté', 'generous grating of nutmeg', '175g filo pastry (approximately 8 sheets measuring 29 x 38cm)', '½ tbsp poppy seeds']	More effort	['Vegetarian']
	['treat']	Chocolate honeycomb	['butter, for the tin', '200g golden caster sugar', '5 tbsp golden syrup', '2 tsp bicarbonate of soda', '150g dark or milk chocolate, broken into chunks']	Easy	['Gluten-free', 'Vegetarian']
['british']	['main-course']	Corned beef hash	['500g potato, peeled and chopped', '2 tbsp vegetable oil', '1 onion, roughly chopped', '340g can corned beef, cut into cubes', '2 tbsp Worcestershire sauce', 'baked beans and a little curly parsley, roughly chopped, to serve (optional)']	Easy	[]
['moroccan']	['buffet', 'lunch', 'side-dish', 'supper']	Moroccan aubergine & chickpea salad	['2 aubergines', '2-3 tbsp olive oil', '400g can chickpeas', 'good bunch fresh  coriander, roughly chopped', '1 red onion, finely chopped', '1 tsp each  paprika  and ground cumin', '1 tsp clear honey', '1 lemon, juice only', '4 tbsp olive oil']	Easy	['Healthy', 'Vegetarian']
['italian']	['lunch', 'main-course', 'snack', 'supper']	Smoked mackerel risotto	['1 tbsp butter', '1 onion, finely chopped', '250g risotto rice', '100ml white wine', '1l vegetable stock', '1 x 240 pack smoked mackerel', '2 spring onions, sliced ', '100g bag fresh spinach']	Easy	['Easily halved']
['italian']	['dinner', 'main-course', 'pasta']	Prawn pasta	['200g linguine  or spaghetti', '25g butter', '200g raw peeled prawn, preferably tiger prawns', '1 garlic clove, crushed', '100ml white wine', 'squeeze lemon juice', 'small handful flat-leaf parsley, roughly chopped']	Easy	['Easily doubled', 'Easily halved']
	['lunch', 'main-course']	Beautiful beetroot & feta patties	['200g cooked and peeled beetroot  coarsely grated', '200g pack feta cheese, crumbled', '3 spring onions, finely sliced', '2 tbsp chopped dill', '2 tbsp chopped mint', '2 large eggs, beaten', '100g fresh breadcrumbs', '2 tbsp olive oil', '200g pot 0% Greek yogurt', '1 tbsp tahini ', '4-6 flatbreads', 'salad items such as young beetroot leaves, dill or mint, and sliced cucumber and shallot', 'lemon wedges']	Easy	['Vegetarian']
		Blackcurrant jam	['600g blackcurrants, stripped off the stalks', 'about 400g white caster sugar or granulated sugar', 'juice of ½ a lemon']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan', 'Vegetarian']
	['dinner', 'main-course', 'supper']	Next level paella	['3 tbsp olive oil', '10 large raw tiger prawns in their shells, heads removed and kept ', 'small bunch of parsley, leaves and stalks separated, leaves roughly chopped ', '100ml dry sherry or white wine', '500g mussels', 'large pinch of saffron strands', '150g cooking chorizo, cut into chunks', '1 onion, finely chopped', '3 garlic cloves, finely chopped', '1 medium squid (about 300g), cleaned and cut into rings with tentacles intact ', '2 ripe tomatoes, roughly chopped', '250g paella rice', '100g frozen podded broad beans or peas (or a mixture  of the two), defrosted', '1 lemon, finely zested then cut into wedges ', 'smoked sea salt (optional)']	More effort	[]
	['drink']	Avocado & strawberry smoothie	['½ avocado, stoned, peeled and cut into chunks', '150g strawberry, halved', '4 tbsp low-fat natural yogurt', '200ml semi-skimmed milk', 'lemon or  lime juice, to taste', 'honey, to taste']	Easy	['Gluten-free', 'Healthy', 'Vegetarian']
['indian']	['main-course']	Chana masala (chickpea curry) with spinach	['400g can chickpeas, drained', '1 tsp cumin seed', '1 medium onion, finely chopped', '1 garlic clove, finely chopped', '1cm piece  ginger, peeled and finely chopped or grated', '1 tsp garam masala', '½ red chilli, deseeded and finely chopped', '1 tsp ground coriander', '1 tsp ground cumin', '1 tsp turmeric', '1 tsp paprika', '400g can whole plum tomato', 'juice ½ lemon', '220g bag baby spinach', '1 tbsp rapeseed oil', '75g quick-cook brown basmati rice']	Easy	['Egg-free', 'Gluten-free', 'Healthy', 'Vegan', 'Vegetarian']
	['dinner', 'lunch', 'supper']	Ginger chicken & green bean noodles	['½ tbsp  vegetable oil', '2 skinless chicken breasts, sliced', '200g green beans, trimmed and halved crosswise', 'thumb-sized piece of  ginger, peeled and cut into matchsticks', '2 garlic cloves, sliced', '1 ball  stem ginger, finely sliced, plus 1 tsp syrup from the jar', '1 tsp cornflour, mixed with 1 tbsp water', '1 tsp dark soy sauce, plus extra to serve (optional)', '2 tsp rice vinegar', '200g cooked  egg noodles']	Easy	['Healthy']
['chinese']	['main-course']	Sichuan-style pork & green bean stir-fry	['100g basmati rice', '200g green bean, topped and tailed, then halved', '1 ½ tbsp sunflower oil', '140g pork mince', '4 tsp dark soy sauce', '2 tsp rice wine', '1 tsp caster sugar', '¼ tsp Sichuan pepper, lightly crushed using a pestle and mortar', '1 red chilli, halved and sliced', '4 fat garlic cloves, finely chopped', '1 small knob of  ginger, finely chopped', '3 spring onions, 2 finely chopped, 1 sliced for garnish', '2 tsp sesame oil']	Easy	[]
['british']	['dinner', 'main-course', 'supper']	Salmon & Leek pastry	['4 leeks, trimmed and finely chopped', '25g butter', '100g full-fat crème fraîche  or cream cheese', '6 sheets  filo pastry', '2 skinless salmon fillets']	Easy	[]
	['afternoon-tea', 'dessert', 'treat']	Vegan carrot cake	['4 sachets (200g) creamed coconut', '1 tbsp lemon juice', '2 tbsp cashew nut butter', '50g icing sugar', '60ml oat milk', '250ml jar coconut oil, melted', '300g light brown sugar', '1½ tsp  vanilla essence', '210ml dairy free milk, we used oat milk', '420g plain flour', '1½ tsp baking powder', '1½ tsp bicarbonate of soda', '1 tsp cinnamon, plus extra cinnamon to decorate', '1 tsp ginger', '1 tsp ground nutmeg', '1 orange, zest only', '4 medium carrots, grated (you want 270g grated weight)', '75g chopped walnuts, plus extra to decorate', 'edible flowers (optional)']	Easy	['Freezable', 'Dairy-free', 'Egg-free', 'Vegan', 'Vegetarian']
	['dinner', 'fish-course', 'main-course', 'supper']	Sea bass with braised courgettes & harissa mayo	['2 tbsp extra virgin olive oil', '1 thyme sprig', '2 sea bass fillets', '½ lemon, juiced', '4 tbsp extra virgin olive oil', 'pinch of fennel seeds', '1 red onion, finely sliced', 'pinch of dried red chilli', 'handful of cherry tomatoes, cut in half', '1 garlic clove, peeled and finely chopped', '2 medium or 1 large courgette (about 200g), sliced 0.5cm thick', '100ml white wine or sherry', '1 lemon, juiced, plus extra wedges to serve', 'handful of dill, chopped', '4 tbsp good-quality, shop-bought mayonnaise', '1 tbsp harissa, or more, to taste']	More effort	[]
	['dinner', 'supper']	Pesto salmon & bean gratins	['100g baby spinach', '3 x 400g cans cannellini beans, drained', '300g cherry tomatoes, halved', '2 tbsp olive oil', '1 lemon, zested and juiced', '6 tbsp soft cheese', '4 tbsp pesto', '150g breadcrumbs', '40g parmesan, grated', '3 tbsp pine nuts', '6 salmon fillets, skin removed', 'crusty bread, to serve (optional)']	Easy	['Freezable']
	['dessert']	Lemon polenta cake	['140g butter, softened, plus extra for the tin', '2 lemons', '3 eggs', '250g golden caster sugar', '200g ground almond', '175g polenta or fine cornmeal', '1 tsp gluten-free baking powder', 'mascarpone, to serve', '140g golden caster sugar', '1 lemon, juiced']	Easy	['Gluten-free']
['indian']	['dinner', 'main-course']	Indian spice box chicken	['50g fat green mild chilli  (about 3 large ones)', '3large  garlic cloves', '5cm piece of fresh root ginger', 'a bunch of  fresh coriander', '200g carton of full-fat Greek yogurt', '2medium onions', '8medium bone-in chicken thighs  (total weight about 800g-1kg/1lb 12oz-2lb 4oz)', '2 tbsp groundnut or corn oil', '2 tsp fennel seed', '1 tsp cumin  seeds', 'a good knob of butter', 'Chilli-ginger garnish, to serve  (see below)']	Easy	[]
['italian']	['lunch', 'side-dish', 'starter']	Panzanella	['1kg ripe mixed tomatoes, halved if small, quartered if large', '300g day-old sourdough or ciabatta, torn into large chunks', '100ml extra virgin olive oil', '50ml red wine vinegar', '1 small  shallot, finely chopped ', '50g tin  anchovies, drained and roughly chopped ', '100g black olives, pitted', 'large handful of basil leaves, torn']	Easy	[]
['british']	['dinner', 'main-course']	One-pan roast dinner	['1½ kg chicken', '1 lemon, halved', '50g softened butter', '2 tsp dried mixed herbs', '750g potatoes, chopped into roastie size', 'about 7 carrots, roughly 500g, each chopped into 2-3 chunks', '2 tbsp olive oil', '100g frozen peas', '300ml chicken stock', '1 tsp Marmite']	Easy	['Easily doubled']
['moroccan']	['dinner', 'main-course']	Pumpkin, cranberry & red onion tagine	['3 tbsp olive oil', '2 red onions, thickly sliced', '3cm piece fresh root ginger, grated', '500g/1lb 2oz pumpkin or squash, peeled, deseeded and cut into large chunks', '1 tsp each cinnamon, coriander, cumin and harissa paste', '1 tbsp clear honey', '700g bottle tomato passata', '50g dried cranberries', '400g can chickpea, rinsed and drained', '200g couscous', '2 tsp vegetable stock granules', 'zest and juice 1 lemon', '3 tbsp toasted flaked almonds', 'handful coriander, roughly chopped']	Easy	['Vegetarian']
	['breakfast', 'supper']	One-pan eggs & peppers	['1 tbsp olive oil', '2 onions (320g), halved and thinly sliced', '1 orange pepper, halved, deseeded and sliced', '1 red chilli, deseeded and sliced', '400g can chopped tomatoes', '2 tbsp tomato purée', '2 tsp vegetable bouillon powder', '1 tsp dried oregano', '1 tsp smoked paprika, plus a little for sprinkling', '2 x 400g cans chickpeas', '4 eggs', '2 x 120g pots bio yogurt', '2 garlic cloves,  finely grated', '4 tbsp chopped parsley']	Easy	['Healthy', 'Vegetarian']
	['brunch', 'dinner', 'lunch', 'supper']	Ricotta, broccoli, & new potato frittata	['100g new potatoes', '200g long-stem broccoli', '200g green beans, trimmed and halved', '400g can mixed beans, drained', '3 tsp rapeseed oil', '2 garlic cloves, crushed', 'pinch of chilli flakes, cumin seeds or fennel seeds', '4 large eggs', '50g ricotta', '1 tsp sherry vinegar', '½ small bunch of basil, roughly chopped (optional)']	Easy	['Gluten-free', 'Healthy', 'Vegetarian']
['british']		Really simple cranberry sauce	['100g light muscovado sugar', '100ml orange juice, fresh or from a carton', '250g pack  fresh or frozen cranberries']	Easy	['Freezable', 'Gluten-free', 'Vegetarian']
	['lunch']	Oregano halloumi with orzo salad	['350g orzo', '15g pack oregano, leaves picked, larges ones roughly chopped', '3 tbsp olive oil', '250g halloumi, sliced', '200g plum cherry tomatoes, halved', 'handful pitted black olives, chopped', '140g tub fresh pesto']	Easy	['Vegetarian']
	['dinner', 'lunch', 'main-course', 'side-dish']	Roast new potatoes & radishes	['600g new potatoes, halved, larger ones quartered', '500g radishes, halved, larger ones quartered', '4 tbsp olive oil', '2 tsp black mustard seeds', '1 tsp chilli flakes, plus extra to serve (optional)', '30g pumpkin seeds', '150g Greek yogurt', '2 spring onions, thinly sliced (green parts and all)']	Easy	['Gluten-free', 'Healthy']
	['dinner', 'lunch', 'supper']	Easy crustless quiche	['20g butter, plus extra for the tin', '1 onion, finely chopped', '100g chopped pancetta or smoked bacon', '200g asparagus or broccoli, trimmed', '8 large  eggs', '150ml double cream', '80g gruyère or parmesan cheese ']	Easy	['Gluten-free', 'Keto']
	['dessert']	Lemon & raspberry doughnut pudding	['butter, for the baking dish', '8 raspberry jam  doughnut', '150g raspberries', '500ml shop-bought fresh  custard', '250ml whole milk', '150g lemon curd']	Easy	['Vegetarian']
	['dinner', 'main-course']	Cavolo nero, mushroom, potato & fontina strudel	['400g cavolo nero', 'olive oil, for frying', '80g butter', '1 onion, finely chopped', '300g chestnut mushrooms, sliced', '300g waxy potatoes, peeled', '175ml crème fraîche', '15g parmesan or vegetarian alternative, grated', '135g fontina, chopped into very small pieces, or grated comté', 'generous grating of nutmeg', '175g filo pastry (approximately 8 sheets measuring 29 x 38cm)', '½ tbsp poppy seeds']	More effort	['Vegetarian']
	['treat']	Chocolate honeycomb	['butter, for the tin', '200g golden caster sugar', '5 tbsp golden syrup', '2 tsp bicarbonate of soda', '150g dark or milk chocolate, broken into chunks']	Easy	['Gluten-free', 'Vegetarian']
['british']	['main-course']	Corned beef hash	['500g potato, peeled and chopped', '2 tbsp vegetable oil', '1 onion, roughly chopped', '340g can corned beef, cut into cubes', '2 tbsp Worcestershire sauce', 'baked beans and a little curly parsley, roughly chopped, to serve (optional)']	Easy	[]
['moroccan']	['buffet', 'lunch', 'side-dish', 'supper']	Moroccan aubergine & chickpea salad	['2 aubergines', '2-3 tbsp olive oil', '400g can chickpeas', 'good bunch fresh  coriander, roughly chopped', '1 red onion, finely chopped', '1 tsp each  paprika  and ground cumin', '1 tsp clear honey', '1 lemon, juice only', '4 tbsp olive oil']	Easy	['Healthy', 'Vegetarian']
['italian']	['lunch', 'main-course', 'snack', 'supper']	Smoked mackerel risotto	['1 tbsp butter', '1 onion, finely chopped', '250g risotto rice', '100ml white wine', '1l vegetable stock', '1 x 240 pack smoked mackerel', '2 spring onions, sliced ', '100g bag fresh spinach']	Easy	['Easily halved']
